ID,Actual Name,Tooltip,XX,VVVV,Base Attack Abilities - Motivity,Base Attack Abilities - Technique,Base Attack Abilities - Advance
SlaveArmTree_SA_Tree_Fulminis_2,Leakage Current,,1F,536C61766541726D547265655F53415F547265655F46756C6D696E69735F32,,,
SlaveArmTree_SA_Tree_Fulminis_3,Overcharge,,1F,536C61766541726D547265655F53415F547265655F46756C6D696E69735F33,,,
SlaveArmTree_SA_Tree_PileBunker_1,High-Performance Cell,,21,536C61766541726D547265655F53415F547265655F50696C6542756E6B65725F31,,,
SlaveArmTree_SA_Tree_PileBunker_2,Expand Magazine,,21,536C61766541726D547265655F53415F547265655F50696C6542756E6B65725F32,,,
SlaveArmTree_SA_Tree_PileBunker_3,Enhance Landmine,,21,536C61766541726D547265655F53415F547265655F50696C6542756E6B65725F33,,,
SlaveArmTree_SA_Tree_PuppetString_1,Trace,,23,536C61766541726D547265655F53415F547265655F507570706574537472696E675F31,,,
SlaveArmTree_SA_Tree_PuppetString_2,Dodge,,23,536C61766541726D547265655F53415F547265655F507570706574537472696E675F32,,,
SlaveArmTree_SA_Tree_PuppetString_3,Attack Link,,23,536C61766541726D547265655F53415F547265655F507570706574537472696E675F33,,,
SlaveArmTree_SA_Tree_SniperCannon_1,New Material Gunpowder,,23,536C61766541726D547265655F53415F547265655F536E6970657243616E6E6F6E5F31,,,
SlaveArmTree_SA_Tree_SniperCannon_2,Quick Reload,,23,536C61766541726D547265655F53415F547265655F536E6970657243616E6E6F6E5F32,,,
SlaveArmTree_SA_Tree_SniperCannon_3,Emergency Shot,,23,536C61766541726D547265655F53415F547265655F536E6970657243616E6E6F6E5F33,,,
SpecialBuff_CL1_BLUE_1,Enhance Guard Regain Recovery ?,,16,5370656369616C427566665F434C315F424C55455F31,,,
SpecialBuff_CL1_BLUE_2,Enhance Fatal Attack Pulse Cell Charge?,,16,5370656369616C427566665F434C315F424C55455F32,,,
SpecialBuff_CL1_BLUE_3,"Lower Damage when Discharged,?",,16,5370656369616C427566665F434C315F424C55455F33,,,
SpecialBuff_CL1_BLUE_4,"Lower Damage while Dodging,?",,16,5370656369616C427566665F434C315F424C55455F34,,,
SpecialBuff_CL1_GREEN_1,"Charge Legion when eliminating an enemy,?",,17,5370656369616C427566665F434C315F475245454E5F31,,,
SpecialBuff_CL1_GREEN_2,"Lowers Charge Attack Stamina Consumption,?",,17,5370656369616C427566665F434C315F475245454E5F32,,,
SpecialBuff_CL1_GREEN_3,Perfect Guard Fable Charge Enhance,,17,5370656369616C427566665F434C315F475245454E5F33,,,
SpecialBuff_CL1_GREEN_4,Increase Weapon Durability Recovery Speed,,17,5370656369616C427566665F434C315F475245454E5F34,,,
SpecialBuff_CL1_Group1_synergy,Increase Pulse Cells,,1E,5370656369616C427566665F434C315F47726F7570315F73796E65726779,,,
SpecialBuff_CL1_Group2_synergy,Rising Dodge,,1E,5370656369616C427566665F434C315F47726F7570325F73796E65726779,,,
SpecialBuff_CL1_Group3_synergy,Add Fable Slots,,1E,5370656369616C427566665F434C315F47726F7570335F73796E65726779,,,
SpecialBuff_CL1_Group4_synergy,Increase Staggerable Window,,1E,5370656369616C427566665F434C315F47726F7570345F73796E65726779,,,
SpecialBuff_CL1_RED_1,Enhance Charge Stagger ATK,,15,5370656369616C427566665F434C315F5245445F31,,,
SpecialBuff_CL1_RED_2,Enhance Fatal Attack ATK,,15,5370656369616C427566665F434C315F5245445F32,,,
SpecialBuff_CL1_RED_3,Enhance Fable Arts ATK,,15,5370656369616C427566665F434C315F5245445F33,,,
SpecialBuff_CL1_RED_4,Increase Staggered Duration,,15,5370656369616C427566665F434C315F5245445F34,,,
SpecialBuff_CL1_YELLOW_1,Legion Magazine Effect Enhance,,18,5370656369616C427566665F434C315F59454C4C4F575F31,,,
SpecialBuff_CL1_YELLOW_2,Increases Ergo upon eliminating an enemy,,18,5370656369616C427566665F434C315F59454C4C4F575F32,,,
SpecialBuff_CL1_YELLOW_3,Increases Consumable possession limit,,18,5370656369616C427566665F434C315F59454C4C4F575F33,,,
SpecialBuff_CL1_YELLOW_4,Increases Throwing object possession limit,,18,5370656369616C427566665F434C315F59454C4C4F575F34,,,
SpecialBuff_CL2_BLUE_1,Enhance Attribute Resistance,,16,5370656369616C427566665F434C325F424C55455F31,,,
SpecialBuff_CL2_BLUE_3,Lowers Damage of Charge Attack / Fable Arts,,16,5370656369616C427566665F434C325F424C55455F33,,,
SpecialBuff_CL2_GREEN_1,Lower Legion Consumption in a Crisis,,17,5370656369616C427566665F434C325F475245454E5F31,,,
SpecialBuff_CL2_GREEN_2,Reduces Stamina consumption from Dash,,17,5370656369616C427566665F434C325F475245454E5F32,,,
SpecialBuff_CL2_GREEN_3,Lowers Weapon Durability Consumption for Ambush Attacks,,17,5370656369616C427566665F434C325F475245454E5F33,,,
SpecialBuff_CL2_GREEN_4,Lower Stamina Consumption when Discharged,,17,5370656369616C427566665F434C325F475245454E5F34,,,
SpecialBuff_CL2_Group1_synergy,Increase Pulse Cells,,1E,5370656369616C427566665F434C325F47726F7570315F73796E65726779,,,
SpecialBuff_CL2_Group2_synergy,Add Belt Slots,,1E,5370656369616C427566665F434C325F47726F7570325F73796E65726779,,,
SpecialBuff_CL2_Group3_synergy,Retain Guard Regain,,1E,5370656369616C427566665F434C325F47726F7570335F73796E65726779,,,
SpecialBuff_CL2_Group4_synergy,Add Amulet Slots,,1E,5370656369616C427566665F434C325F47726F7570345F73796E65726779,,,
SpecialBuff_CL2_RED_1,Enhances weapon ATK when Durability is at maximum,,15,5370656369616C427566665F434C325F5245445F31,,,
SpecialBuff_CL2_RED_2,Enhance Weapon ATK when Discharged,,15,5370656369616C427566665F434C325F5245445F32,,,
SpecialBuff_CL2_RED_3,Enhance Ambush Stagger ATK,,15,5370656369616C427566665F434C325F5245445F33,,,
SpecialBuff_CL2_RED_4,Enhance Perfect Guard Destruction,,15,5370656369616C427566665F434C325F5245445F34,,,
SpecialBuff_CL2_YELLOW_1,Increase Consumable Effect Duration,,18,5370656369616C427566665F434C325F59454C4C4F575F31,,,
SpecialBuff_CL2_YELLOW_2,Special Grindstone Increase Effect Duration,,18,5370656369616C427566665F434C325F59454C4C4F575F32,,,
SpecialBuff_CL2_YELLOW_3,Lower Ergo Loss upon death,,18,5370656369616C427566665F434C325F59454C4C4F575F33,,,
SpecialBuff_CL2_YELLOW_4,Enhance Fable Catalyst Effect,,18,5370656369616C427566665F434C325F59454C4C4F575F34,,,
SpecialBuff_CL3_BLUE_1,Enhance Special Resistance,,16,5370656369616C427566665F434C335F424C55455F31,,,
SpecialBuff_CL3_BLUE_2,Increase Pulse Cells,,16,5370656369616C427566665F434C335F424C55455F32,,,
SpecialBuff_CL3_BLUE_3,Lowers Guard Regain reduction,,16,5370656369616C427566665F434C335F424C55455F33,,,
SpecialBuff_CL3_BLUE_4,Lower Damage when Discharged,,16,5370656369616C427566665F434C335F424C55455F34,,,
SpecialBuff_CL3_GREEN_1,Lowers Weapon Durability Consumption when Weight Increases,,17,5370656369616C427566665F434C335F475245454E5F31,,,
SpecialBuff_CL3_GREEN_2,Quick Wishstone use,,17,5370656369616C427566665F434C335F475245454E5F32,,,
SpecialBuff_CL3_GREEN_3,Charge Fable when reviving,,17,5370656369616C427566665F434C335F475245454E5F33,,,
SpecialBuff_CL3_GREEN_4,Naturally recovers Durability of inactive weapons,,17,5370656369616C427566665F434C335F475245454E5F34,,,
SpecialBuff_CL3_Group1_synergy,Auto Charge Pulse when Discharged,,1E,5370656369616C427566665F434C335F47726F7570315F73796E65726779,,,
SpecialBuff_CL3_Group2_synergy,Link Dodge,,1E,5370656369616C427566665F434C335F47726F7570325F73796E65726779,,,
SpecialBuff_CL3_Group3_synergy,Shorten Fruit Bearing Time,,1E,5370656369616C427566665F434C335F47726F7570335F73796E65726779,,,
SpecialBuff_CL3_Group4_synergy,Increase Cube Uses,,1E,5370656369616C427566665F434C335F47726F7570345F73796E65726779,,,
SpecialBuff_CL3_RED_1,Enhance Condensed Legion Arm ATK,,15,5370656369616C427566665F434C335F5245445F31,,,
SpecialBuff_CL3_RED_2,Increases Fable Arts Effect Duration,,15,5370656369616C427566665F434C335F5245445F32,,,
SpecialBuff_CL3_RED_3,Perfect Guard Destruction Enhance,,15,5370656369616C427566665F434C335F5245445F33,,,
SpecialBuff_CL3_RED_4,Enhance Charge Stagger ATK,,15,5370656369616C427566665F434C335F5245445F34,,,
SpecialBuff_CL3_YELLOW_1,Reduces item prices,,18,5370656369616C427566665F434C335F59454C4C4F575F31,,,
SpecialBuff_CL3_YELLOW_2,Legion Magazine Effect Enhance,,18,5370656369616C427566665F434C335F59454C4C4F575F32,,,
SpecialBuff_CL3_YELLOW_3,Increase max Gold Coin Fruit,,18,5370656369616C427566665F434C335F59454C4C4F575F33,,,
SpecialBuff_CL3_YELLOW_4,Increases Ergo upon eliminating an enemy,,18,5370656369616C427566665F434C335F59454C4C4F575F34,,,
SpecialBuff_CL4_BLUE_1,Perfect Guard Guard Regain Recovery,,16,5370656369616C427566665F434C345F424C55455F31,,,
SpecialBuff_CL4_BLUE_2,Enhance Attribute Resistance,,16,5370656369616C427566665F434C345F424C55455F32,,,
SpecialBuff_CL4_BLUE_3,Lowers Guard Regain reduction,,16,5370656369616C427566665F434C345F424C55455F33,,,
SpecialBuff_CL4_BLUE_4,Increase Pulse Cells,,16,5370656369616C427566665F434C345F424C55455F34,,,
SpecialBuff_CL4_GREEN_1,Charge Legion when eliminating an enemy,,17,5370656369616C427566665F434C345F475245454E5F31,,,
SpecialBuff_CL4_GREEN_2,Fatal Attack Fable Charger,,17,5370656369616C427566665F434C345F475245454E5F32,,,
SpecialBuff_CL4_GREEN_3,Lower Legion Consumption in a Crisis,,17,5370656369616C427566665F434C345F475245454E5F33,,,
SpecialBuff_CL4_GREEN_4,Special Grindstone Weapon Durability Recovery,,17,5370656369616C427566665F434C345F475245454E5F34,,,
SpecialBuff_CL4_Group1_synergy,Add Amulet Slots,,1E,5370656369616C427566665F434C345F47726F7570315F73796E65726779,,,
SpecialBuff_CL4_Group2_synergy,Add Fable Slots,,1E,5370656369616C427566665F434C345F47726F7570325F73796E65726779,,,
SpecialBuff_CL4_Group3_synergy,Increases Special Grindstone uses,,1E,5370656369616C427566665F434C345F47726F7570335F73796E65726779,,,
SpecialBuff_CL4_Group4_synergy,Enhance Pulse Cell Recovery,,1E,5370656369616C427566665F434C345F47726F7570345F73796E65726779,,,
SpecialBuff_CL4_RED_1,Enhance Fable Arts ATK,,15,5370656369616C427566665F434C345F5245445F31,,,
SpecialBuff_CL4_RED_2,Lower Weapon Durability Consumption,,15,5370656369616C427566665F434C345F5245445F32,,,
SpecialBuff_CL4_RED_3,Lowers natural recovery upon weapon attack,,15,5370656369616C427566665F434C345F5245445F33,,,
SpecialBuff_CL4_RED_4,Enhance Weapon ATK when Discharged,,15,5370656369616C427566665F434C345F5245445F34,,,
SpecialBuff_CL4_YELLOW_1,Increase max Gold Coin Fruit,,18,5370656369616C427566665F434C345F59454C4C4F575F31,,,
SpecialBuff_CL4_YELLOW_2,Increases Consumable possession limit,,18,5370656369616C427566665F434C345F59454C4C4F575F32,,,
SpecialBuff_CL4_YELLOW_3,Increases Throwing object possession limit,,18,5370656369616C427566665F434C345F59454C4C4F575F33,,,
SpecialBuff_CL4_YELLOW_4,Increase Consumable Effect Duration,,18,5370656369616C427566665F434C345F59454C4C4F575F34,,,
SpecialBuff_CL5_BLUE_1,Enhance Special Resistance,,16,5370656369616C427566665F434C355F424C55455F31,,,
SpecialBuff_CL5_BLUE_2,Lower Damage while Dodging,,16,5370656369616C427566665F434C355F424C55455F32,,,
SpecialBuff_CL5_BLUE_3,Increase Pulse Cells,,16,5370656369616C427566665F434C355F424C55455F33,,,
SpecialBuff_CL5_BLUE_4,Enhance Guard Regain Recovery,,16,5370656369616C427566665F434C355F424C55455F34,,,
SpecialBuff_CL5_GREEN_1,Auto Charge Legion,,17,5370656369616C427566665F434C355F475245454E5F31,,,
SpecialBuff_CL5_GREEN_2,Lowers Charge Attack Stamina Consumption,,17,5370656369616C427566665F434C355F475245454E5F32,,,
SpecialBuff_CL5_GREEN_3,Perfect Guard Fable Charge Enhance,,17,5370656369616C427566665F434C355F475245454E5F33,,,
SpecialBuff_CL5_GREEN_4,Increase Weapon Durability Recovery Speed,,17,5370656369616C427566665F434C355F475245454E5F34,,,
SpecialBuff_CL5_Group1_synergy,Add Legion Arm Slots,,1E,5370656369616C427566665F434C355F47726F7570315F73796E65726779,,,
SpecialBuff_CL5_Group2_synergy,Increase Cube Uses,,1E,5370656369616C427566665F434C355F47726F7570325F73796E65726779,,,
SpecialBuff_CL5_Group3_synergy,Retain Guard Regain,,1E,5370656369616C427566665F434C355F47726F7570335F73796E65726779,,,
SpecialBuff_CL5_Group4_synergy,Enhance Pulse Cell Recovery,,1E,5370656369616C427566665F434C355F47726F7570345F73796E65726779,,,
SpecialBuff_CL5_RED_1,Increases Fable Arts Effect Duration,,15,5370656369616C427566665F434C355F5245445F31,,,
SpecialBuff_CL5_RED_2,Increase Staggered Duration,,15,5370656369616C427566665F434C355F5245445F32,,,
SpecialBuff_CL5_RED_3,Enhance Stagger ATK from Behind,,15,5370656369616C427566665F434C355F5245445F33,,,
SpecialBuff_CL5_RED_4,Enhance Fatal Attack ATK,,15,5370656369616C427566665F434C355F5245445F34,,,
SpecialBuff_CL5_YELLOW_1,Increase max Gold Coin Fruit,,18,5370656369616C427566665F434C355F59454C4C4F575F31,,,
SpecialBuff_CL5_YELLOW_2,Charges Fable upon Pulse Cell use,,18,5370656369616C427566665F434C355F59454C4C4F575F32,,,
SpecialBuff_CL5_YELLOW_3,Lower Ergo Loss upon death,,18,5370656369616C427566665F434C355F59454C4C4F575F33,,,
SpecialBuff_CL5_YELLOW_4,Enhance Fable Catalyst Effect,,18,5370656369616C427566665F434C355F59454C4C4F575F34,,,
SpecialBuff_CL6_BLUE_1,Lowers Guard damage in discharged state,,16,5370656369616C427566665F434C365F424C55455F31,,,
SpecialBuff_CL6_BLUE_2,Lowers Fury Attack damage,,16,5370656369616C427566665F434C365F424C55455F32,,,
SpecialBuff_CL6_BLUE_3,Increase Pulse Cells,,16,5370656369616C427566665F434C365F424C55455F33,,,
SpecialBuff_CL6_BLUE_4,Enhance Deflection Recovery,,16,5370656369616C427566665F434C365F424C55455F34,,,
SpecialBuff_CL6_GREEN_1,Lowers Weapon Durability consumption of stabbing weapons,,17,5370656369616C427566665F434C365F475245454E5F31,,,
SpecialBuff_CL6_GREEN_2,Lowers Weapon Durability consumption of slashing weapons,,17,5370656369616C427566665F434C365F475245454E5F32,,,
SpecialBuff_CL6_GREEN_3,Increase Weapon Durability Recovery Speed,,17,5370656369616C427566665F434C365F475245454E5F33,,,
SpecialBuff_CL6_GREEN_4,Naturally recovers Durability of inactive weapons,,17,5370656369616C427566665F434C365F475245454E5F34,,,
SpecialBuff_CL6_Group1_synergy,Add Weapon Slots,,1E,5370656369616C427566665F434C365F47726F7570315F73796E65726779,,,
SpecialBuff_CL6_Group2_synergy,Perfect Guard Weapon Durability Recovery,,1E,5370656369616C427566665F434C365F47726F7570325F73796E65726779,,,
SpecialBuff_CL6_Group3_synergy,Add Belt Slots,,1E,5370656369616C427566665F434C365F47726F7570335F73796E65726779,,,
SpecialBuff_CL6_Group4_synergy,Enhance Pulse Cell Recovery,,1E,5370656369616C427566665F434C365F47726F7570345F73796E65726779,,,
SpecialBuff_CL6_RED_1,Perfect Guard Cause stiffness,,15,5370656369616C427566665F434C365F5245445F31,,,
SpecialBuff_CL6_RED_2,Enhance Condensed Legion Arm ATK,,15,5370656369616C427566665F434C365F5245445F32,,,
SpecialBuff_CL6_RED_4,Enhances ATK when HP is at maximum,,15,5370656369616C427566665F434C365F5245445F34,,,
SpecialBuff_CL6_YELLOW_1,Legion Magazine Effect Enhance,,18,5370656369616C427566665F434C365F59454C4C4F575F31,,,
SpecialBuff_CL6_YELLOW_2,Increases Consumable possession limit,,18,5370656369616C427566665F434C365F59454C4C4F575F32,,,
SpecialBuff_CL6_YELLOW_3,Increases Throwing object possession limit,,18,5370656369616C427566665F434C365F59454C4C4F575F33,,,
